Height,ft,"
Height is used in the Standards to measure the vertical extent of a building component e.g. Wall, or the vertical distance between two building components e.g. between the ceiling and the roof."
Length,ft,"
The Standards use length and width interchangeably.  For example the Display Perimeter which is the horizontal dimension of a vertical surface is defined as the length of an exterior wall, but the horizontal dimension for window which is also a vertical surface is referred to as width. 
 
Length measures the longest extent from one end to the other of a building component that lies in the horizontal place such as a floor or ceiling, or the longest extent of a building material. 
 
The shortest extent is the Width"
Width,ft,"

The Standards use length and width interchangeably.  For example the Display Perimeter which is the horizontal dimension of a vertical surface is defined as the length of an exterior wall, but the horizontal dimension for window which is also a vertical surface is referred to as width. 
 
"
Thickness,ft,"

Thickness is the measure of the distance between inner and outer surfaces of a building component or material.  It is always given in inches which can be converted to feet"
Area,ft2,"
There is no formal defintion of the measurement of area in Title 24 Part 6.  There is a definition for conditioned floor area which states that it is the floor area (in square feet)
 
The dimensions of rectangular surfaces such as walls, windows, floors needs to be calculated to get the area of the surface.  "
Azimuth,deg arc,"

T24 Part 6 never mentions azimuth even in its definition of cardinal orientations.  JA has one table that depends on the  azimuth: Table NA4-1.   However, the Res ACM and the NR ACM use azimuth extensively.  e.g. Res ACM:  3.5.5-Reporting requirements on CF-1R; 3.7.7-Fenestration Calculations; Appendix B-Algorithms and Procedures for Calculating PV Production;  NR ACM: 2.3.3.3 Surface Azimuth and Tilt of Exterior Partitions
"
Time Dependent Valuation (TDV) Gas Propane,kBtu per thm,"
Title 24 Section 101 – Definitions and Rules of Construction and Appendix JA3 – Time Dependent Valuation (TDV)JA3.1 Scope and Purpose:  The currency used to compare energy performance "
Thermal Conductivity,Btu per h ft F,"
This is referred to as F-Factor and is defined in a measurement of heat transfer in Btu/(hr x ft x F).  It is used mainly for floor slabs,  because heat loss is more closely proportional to the length of the perimeter of the slab than to its area, F-factor is represented by heat over a distance rather than heat over an area.  Essentially, the only difference between F-factor and U-factor is that U-factor is over an area whereas F-factor is over just length (ft2 vs. ft).  PB"
Volume,ft3,Title 24 and JA II have a definition for conditioned volume as follows: CONDITIONED VOLUME is the total volume (in cubic feet) of the conditioned space within a building
U Factor,Btu per h ft2 F,"

T24 Part 6 and JA II definitions:
U-FACTOR is the overall coefficient of thermal transmittance of a construction assembly, in Btu/(hr x ft² x ºF),"
